web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1669056524-440","https://shopee.co.id/mall/brands/11042849","Juragan Wearpack","https://shopee.co.id/juraganwearpack.official","","46","99% (hitungan jam)","12,9RB","4.9 (14RB penilaian)","26 bulan lalu","null","KAB. CILACAP","10%offJuragan Wearpack - Wearpack Atasan Semijaket Warna Biru Tosca Kombinasi Biru NavyDiskon Rp10RBRp162.450 - Rp166.9504,5RB TerjualKAB. CILACAP","https://shopee.co.id/Juragan-Wearpack-Wearpack-Atasan-Semijaket-Warna-Biru-Tosca-Kombinasi-Biru-Navy-i.316680711.6955214444?sp_atk=1a649725-a7eb-4b7a-b748-1c37219de2ab&xptdk=1a649725-a7eb-4b7a-b748-1c37219de2ab","null","null","null","null","null"
"1669056548-441","https://shopee.co.id/mall/brands/11042849","JSTRO","https://shopee.co.id/jstro.official","","387","87% (hitungan jam)","6,8RB","4.8 (2,4RB penilaian)","5 tahun lalu","null","KOTA YOGYAKARTA","47%offJstro Jaket Motor Cordura Sport Biru 2Diskon Rp5RBRp250.000 - Rp255.000387 TerjualKOTA YOGYAKARTA","https://shopee.co.id/Jstro-Jaket-Motor-Cordura-Sport-Biru-2-i.46576243.4416593642?sp_atk=1d87adf4-5f63-44c7-b640-2655bb817f9c&xptdk=1d87adf4-5f63-44c7-b640-2655bb817f9c","null","null","null","null","null"
"1669056571-442","https://shopee.co.id/mall/brands/11042849","Jotap","https://shopee.co.id/jotap","","21","48% (hitungan jam)","1,5RB","4.8 (2,5RB penilaian)","5 tahun lalu","null","KOTA SURABAYA","JOTAP Celana Panjang Slim FitRp150.0001,4RB TerjualKOTA SURABAYA","https://shopee.co.id/JOTAP-Celana-Panjang-Slim-Fit-i.27484566.3301064327?sp_atk=f7f55e8b-6f5b-4281-9ebe-0439416c1b21&xptdk=f7f55e8b-6f5b-4281-9ebe-0439416c1b21","null","null","null","null","null"
"1669056593-443","https://shopee.co.id/mall/brands/11042849","Johnwin","https://shopee.co.id/johnwinofficial","","728","99% (hitungan jam)","16%","23,5RB","4.8 (8,3RB penilaian)","null","KOTA JAKARTA BARAT","37%offJohnwin - The One - Kaos Lengan Panjang – Stretch - Kaos Pria – Longline – SpandexDiskon Rp5RBRp249.900Rp157.900932 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Johnwin-The-One-Kaos-Lengan-Panjang-%E2%80%93-Stretch-Kaos-Pria-%E2%80%93-Longline-%E2%80%93-Spandex-i.88204348.3316707116?sp_atk=e019fb61-7249-4d5c-ba37-658971aac4c0&xptdk=e019fb61-7249-4d5c-ba37-658971aac4c0","null","null","null","null","null"
"1669056617-444","https://shopee.co.id/mall/brands/11042849","Jockey","https://shopee.co.id/jockeyofficial","","253","59% (hitungan jam)","9RB","4.9 (2,5RB penilaian)","4 tahun lalu","null","KOTA BEKASI","50%offJockey Boxer M-Bxwhes119D074 Lt.GreyDiskon Rp15RBRp229.900Rp114.950186 TerjualKOTA BEKASI","https://shopee.co.id/Jockey-Boxer-M-Bxwhes119D074-Lt.Grey-i.86826719.7111466872?sp_atk=910c6f1e-21f6-42dc-8886-1ae8e894b26c&xptdk=910c6f1e-21f6-42dc-8886-1ae8e894b26c","null","null","null","null","null"
"1669056641-445","https://shopee.co.id/mall/brands/11042849","Jobb","https://shopee.co.id/jobbindonesia","","1,2RB","78% (hitungan jam)","39,3RB","4.9 (18,4RB penilaian)","5 tahun lalu","null","KOTA DEPOK","80%offJOBB SYIBAM BAJU KOKO TRADITIONAL LOOK - PUTIHRp699.000Rp139.800400 TerjualKOTA DEPOK","https://shopee.co.id/JOBB-SYIBAM-BAJU-KOKO-TRADITIONAL-LOOK-PUTIH-i.51646290.2110798361?sp_atk=723e9303-1d96-42ca-9593-457c4d6724df&xptdk=723e9303-1d96-42ca-9593-457c4d6724df","null","null","null","null","null"
"1669056667-446","https://shopee.co.id/mall/brands/11042849","Jipclo","https://shopee.co.id/jipclo","","251","90% (hitungan jam)","24,2RB","4.8 (49,7RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","53%offJipclo Kaos Polos Oversized Heavy Cotton 16s HitamDiskon 50%Pilih 2, bayar Rp149.399Rp160.000Rp75.00010RB+ TerjualKOTA BANDUNG","https://shopee.co.id/Jipclo-Kaos-Polos-Oversized-Heavy-Cotton-16s-Hitam-i.42390193.9900462321?sp_atk=5e93089a-b757-45da-8492-cd60f32bbd86&xptdk=5e93089a-b757-45da-8492-cd60f32bbd86","null","null","null","null","null"
"1669056690-447","https://shopee.co.id/mall/brands/11042849","Jimmy and Martin","https://shopee.co.id/jimmyandmartin1977","","597","98% (hitungan jam)","121,7RB","4.8 (89,6RB penilaian)","32 bulan lalu","null","KOTA BANDUNG","50%offJimmy and Martin - 5 Pocket Basic Slim Denim Pants - P800-2Cashback 5%Kombo HematRp189.950 - Rp225.44510RB+ TerjualKOTA BANDUNG","https://shopee.co.id/Jimmy-and-Martin-5-Pocket-Basic-Slim-Denim-Pants-P800-2-i.240627217.5537072195?sp_atk=139e2b88-ba04-48f5-b11a-aeea532fcba8&xptdk=139e2b88-ba04-48f5-b11a-aeea532fcba8","null","null","null","null","null"
"1669056712-448","https://shopee.co.id/mall/brands/11042849","Jenay","https://shopee.co.id/jenayofficialshop","","70","98% (hitungan jam)","6,8RB","4.8 (6,8RB penilaian)","28 bulan lalu","null","KAB. BANDUNG","40%offJENAY - Sweater Crewneck Polos Jumbo / Oversize Pria Wanita Bigsize XXL XXXL XXXXL XXXXXL HitamRp60.000 - Rp90.0003,3RB TerjualKAB. BANDUNG","https://shopee.co.id/JENAY-Sweater-Crewneck-Polos-Jumbo-Oversize-Pria-Wanita-Bigsize-XXL-XXXL-XXXXL-XXXXXL-Hitam-i.285244527.15602482157?sp_atk=0428785f-9a3a-4435-bdab-1fafa25fcf16&xptdk=0428785f-9a3a-4435-bdab-1fafa25fcf16","null","null","null","null","null"
"1669056735-449","https://shopee.co.id/mall/brands/11042849","JB Boss","https://shopee.co.id/jbbossjeans","","287","57% (hitungan jam)","21,4RB","4.9 (13,9RB penilaian)","5 tahun lalu","null","KOTA TANGERANG","72%offJBBoss Celana Panjang Jeans Bravo Denim Stretch Regular Fit (Black)Diskon Rp5RBMurah LebayRp198.520 - Rp220.9202,9RB TerjualKOTA TANGERANG","https://shopee.co.id/JBBoss-Celana-Panjang-Jeans-Bravo-Denim-Stretch-Regular-Fit-(Black)-i.59294842.2349599558?sp_atk=b82fe469-1028-4887-83aa-9c065bac8a2a&xptdk=b82fe469-1028-4887-83aa-9c065bac8a2a","null","null","null","null","null"
"1669056758-450","https://shopee.co.id/mall/brands/11042849","JB","https://shopee.co.id/jb.id.store","","370","98% (hitungan jam)","330,7RB","4.9 (163,4RB penilaian)","6 tahun lalu","null","KAB. BANYUMAS","33%offJB Denim BioblitzDiskon 50%Rp193.636 - Rp223.6365,7RB TerjualKAB. BANYUMAS","https://shopee.co.id/JB-Denim-Bioblitz-i.10129058.1040780085?sp_atk=ca5269cf-41b1-4518-8a48-19386891e54e&xptdk=ca5269cf-41b1-4518-8a48-19386891e54e","null","null","null","null","null"
"1669056781-451","https://shopee.co.id/mall/brands/11042849","Jayashree","https://shopee.co.id/jayashree.id","","390","99% (hitungan jam)","76,1RB","4.8 (21,1RB penilaian)","5 tahun lalu","null","KOTA TANGERANG","Jayashree Signature Box - 2022 EditionRp35.000822 TerjualKOTA TANGERANG","https://shopee.co.id/Jayashree-Signature-Box-2022-Edition-i.53450585.1394449868?sp_atk=5abc24d7-e6b3-4c81-9d50-0ef4c8188160&xptdk=5abc24d7-e6b3-4c81-9d50-0ef4c8188160","null","null","null","null","null"
"1669056803-452","https://shopee.co.id/mall/brands/11042849","JaneFrey","https://shopee.co.id/janefrey","","1,5RB","96% (hitungan jam)","130,1RB","4.8 (151,7RB penilaian)","6 tahun lalu","null","KOTA JAKARTA BARAT","50%offJane Frey Clothing Setelan Piyama Pria | Freypv 8074 Reguler Fit Short Set M-XL Kemeja Set ACashback 50%Rp40.000 - Rp126.0001,8RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Jane-Frey-Clothing-Setelan-Piyama-Pria-Freypv-8074-Reguler-Fit-Short-Set-M-XL-Kemeja-Set-A-i.7406378.4172718695?sp_atk=3ffdfa06-2aa7-45d2-b582-12fcc3d470ba&xptdk=3ffdfa06-2aa7-45d2-b582-12fcc3d470ba","null","null","null","null","null"
"1669056826-453","https://shopee.co.id/mall/brands/11042849","Jackhammer","https://shopee.co.id/jackhammerinvasion","","113","99% (hitungan jam)","18,5RB","4.8 (4,6RB penilaian)","32 bulan lalu","null","KOTA SURAKARTA (SOLO)","54%offJackhammer Tees New Invasion World BlackRp149.000Rp69.000449 TerjualKOTA SURAKARTA (SOLO)","https://shopee.co.id/Jackhammer-Tees-New-Invasion-World-Black-i.239522484.4232711233?sp_atk=7da21208-c6e7-46d2-b009-8b256a670935&xptdk=7da21208-c6e7-46d2-b009-8b256a670935","null","null","null","null","null"
"1669056849-454","https://shopee.co.id/mall/brands/11042849","Jackhammer","https://shopee.co.id/jackersfield","","345","60% (hitungan jam)","38,8RB","4.8 (5,9RB penilaian)","34 bulan lalu","null","KOTA BANDUNG","38%offJackersfield Bonsai Tee Black Kaos T-Shirt Pria 24'SDiskon 50%Rp209.000Rp129.000530 TerjualKOTA BANDUNG","https://shopee.co.id/Jackersfield-Bonsai-Tee-Black-Kaos-T-Shirt-Pria-24'S-i.223090625.3654782295?sp_atk=4024917b-6f82-4906-ab7c-da996358774b&xptdk=4024917b-6f82-4906-ab7c-da996358774b","null","null","null","null","null"
"1669056872-455","https://shopee.co.id/mall/brands/11042849","Jackarmy","https://shopee.co.id/jackarmyofficial","","346","97% (hitungan jam)","248,1RB","4.8 (128,8RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","62%offJackarmy - Tshirt Impression Combed 24sPilih 3, bayar Rp199.000Rp185.000Rp70.3001,5RB TerjualKOTA BANDUNG","https://shopee.co.id/Jackarmy-Tshirt-Impression-Combed-24s-i.165115723.9212174140?sp_atk=c7d3bcd3-9e57-4d57-b767-9a3f58032615&xptdk=c7d3bcd3-9e57-4d57-b767-9a3f58032615","null","null","null","null","null"
"1669056895-456","https://shopee.co.id/mall/brands/11042849","Jack Nicklaus","https://shopee.co.id/jacknicklaus","","975","81% (hitungan jam)","31,3RB","4.9 (10,9RB penilaian)","4 tahun lalu","null","KOTA DEPOK","71%offJACK NICKLAUS UNIVERSAL-3 POLO SHIRT REGULAR FIT - BURGUNDYRp134.009 - Rp469.000371 TerjualKOTA DEPOK","https://shopee.co.id/JACK-NICKLAUS-UNIVERSAL-3-POLO-SHIRT-REGULAR-FIT-BURGUNDY-i.80011053.2330166215?sp_atk=d573d214-1ba3-4acf-a92c-8f02239c5d73&xptdk=d573d214-1ba3-4acf-a92c-8f02239c5d73","null","null","null","null","null"
"1669056919-457","https://shopee.co.id/mall/brands/11042849","Izzue","https://shopee.co.id/izzueindonesia","","128","26% (hitungan jam)","13%","19,4RB","4.8 (617 penilaian)","null","KOTA JAKARTA UTARA","50%offizzue Jaket Biker Plain OliveDiskon Rp7,5RBRp579.000Rp289.50030 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/izzue-Jaket-Biker-Plain-Olive-i.272825235.5437373483?sp_atk=0c748d37-76a2-4d5b-88bd-6b40fd220233&xptdk=0c748d37-76a2-4d5b-88bd-6b40fd220233","null","null","null","null","null"
"1669056942-458","https://shopee.co.id/mall/brands/11042849","Iwearzule","https://shopee.co.id/iwearzule","","43","77% (hitungan jam)","49,4RB","4.8 (11,5RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","10%offJaket Multifungsi Ezio Adapt - IwearzuleDiskon Rp5RBKombo HematRp449.000 - Rp499.000472 TerjualKOTA BANDUNG","https://shopee.co.id/Jaket-Multifungsi-Ezio-Adapt-Iwearzule-i.138784678.6467817538?sp_atk=545a88e7-34c4-4e8c-8658-ce9f55ca1e12&xptdk=545a88e7-34c4-4e8c-8658-ce9f55ca1e12","null","null","null","null","null"
"1669056964-459","https://shopee.co.id/mall/brands/11042849","Intresse","https://shopee.co.id/intresseofficial","","844","64% (hitungan jam)","3,2RB","4.8 (1,7RB penilaian)","31 bulan lalu","null","KOTA BANDUNG","Intresse Baju Koko Brulee Short Brown Tangan Pendek Coklat Motif Bordir | Kemeja Tangan Pendek PriaDiskon 10%Rp479.90034 TerjualKOTA BANDUNG","https://shopee.co.id/Intresse-Baju-Koko-Brulee-Short-Brown-Tangan-Pendek-Coklat-Motif-Bordir-Kemeja-Tangan-Pendek-Pria-i.255304326.13419694684?sp_atk=296617bf-30ff-4da2-810e-30abf9aaec8d&xptdk=296617bf-30ff-4da2-810e-30abf9aaec8d","null","null","null","null","null"
"1669056987-460","https://shopee.co.id/mall/brands/11042849","Insting Lion","https://shopee.co.id/instinglion","","118","94% (hitungan jam)","67,9RB","4.7 (24,7RB penilaian)","10 bulan lalu","null","KOTA TANGERANG","50%offInsting Lion Remote Bluethooth Shutter Kamera Android Ios 1008Murah LebayHadiah GratisRp10.000 - Rp11.0004,2RB TerjualKOTA TANGERANG","https://shopee.co.id/Insting-Lion-Remote-Bluethooth-Shutter-Kamera-Android-Ios-1008-i.678676691.17525429929?sp_atk=3b10e9bc-cee0-4b1f-a988-2a3522046a69&xptdk=3b10e9bc-cee0-4b1f-a988-2a3522046a69","null","null","null","null","null"
"1669057010-461","https://shopee.co.id/mall/brands/11042849","INSRGT","https://shopee.co.id/insurgentclub_","","963","97% (hitungan jam)","177,7RB","4.8 (43RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","40%offInsurgent Club - Trucker Jacket 2 Pocket OliveDiskon Rp3RBRp419.000Rp251.4001,2RB TerjualKOTA BANDUNG","https://shopee.co.id/Insurgent-Club-Trucker-Jacket-2-Pocket-Olive-i.198234328.5034724037?sp_atk=19d6a3ab-596e-4609-9e35-2ecc6a666470&xptdk=19d6a3ab-596e-4609-9e35-2ecc6a666470","null","null","null","null","null"
"1669057035-462","https://shopee.co.id/mall/brands/11042849","Inspired27","https://shopee.co.id/inspired27official","","1,2RB","88% (hitungan jam)","87,5RB","4.9 (77RB penilaian)","4 tahun lalu","null","KOTA MALANG","50%offInspired27 Tas Waistbag - OugaRp200.000Rp100.0001,8RB TerjualKOTA MALANG","https://shopee.co.id/Inspired27-Tas-Waistbag-Ouga-i.101487673.4255193527?sp_atk=759ed532-273d-441e-96d2-e343aad3f895&xptdk=759ed532-273d-441e-96d2-e343aad3f895","null","null","null","null","null"
"1669057058-463","https://shopee.co.id/mall/brands/11042849","Infinide","https://shopee.co.id/infinide","","412","81% (hitungan jam)","49,4RB","4.7 (60,9RB penilaian)","4 tahun lalu","null","KAB. TANGERANG","Infinide T-Shirt Kaos Polos Big Oversize Hitam Cotton Combed 24s PremiumGrosirRp59.0005,9RB TerjualKAB. TANGERANG","https://shopee.co.id/Infinide-T-Shirt-Kaos-Polos-Big-Oversize-Hitam-Cotton-Combed-24s-Premium-i.113999797.4812015587?sp_atk=d6d17c24-0a31-46ad-beda-43df7bf53fa3&xptdk=d6d17c24-0a31-46ad-beda-43df7bf53fa3","null","null","null","null","null"
"1669057081-464","https://shopee.co.id/mall/brands/11042849","Inefable","https://shopee.co.id/inefablemakassar","","98","84% (hitungan jam)","null","1,7RB","4.9 (56 penilaian)","null","KOTA MAKASSAR","52%offInefable Sandals Slip on LiliumRp229.000Rp109.0005 TerjualKOTA MAKASSAR","https://shopee.co.id/Inefable-Sandals-Slip-on-Lilium-i.771353039.19904928451?sp_atk=801be770-b2cc-433d-a4a2-5d40267a34ec&xptdk=801be770-b2cc-433d-a4a2-5d40267a34ec","null","null","null","null","null"
"1669057104-465","https://shopee.co.id/mall/brands/11042849","INEFABLE","https://shopee.co.id/inefable.co","","142","99% (hitungan jam)","143,6RB","4.8 (45,8RB penilaian)","26 bulan lalu","null","KOTA BANDUNG","52%offInefable Tshirt White Wanna PlayRp180.000Rp86.0002,4RB TerjualKOTA BANDUNG","https://shopee.co.id/Inefable-Tshirt-White-Wanna-Play-i.313007168.3295541362?sp_atk=4c127966-9bb4-4613-96bd-d4870d58a194&xptdk=4c127966-9bb4-4613-96bd-d4870d58a194","null","null","null","null","null"
"1669057127-466","https://shopee.co.id/mall/brands/11042849","iNeat","https://shopee.co.id/ineat.co","","84","94% (hitungan jam)","13,6RB","4.9 (3,7RB penilaian)","31 bulan lalu","null","KOTA JAKARTA TIMUR","47%offiNeat Kaos Basic Polos T-Shirt UnisexDiskon 20%Rp149.000Rp79.000634 TerjualKOTA JAKARTA TIMUR","https://shopee.co.id/iNeat-Kaos-Basic-Polos-T-Shirt-Unisex-i.243231089.6089710275?sp_atk=7224f5a3-60f4-4684-8b58-cd94c2f54e0c&xptdk=7224f5a3-60f4-4684-8b58-cd94c2f54e0c","null","null","null","null","null"
"1669057150-467","https://shopee.co.id/mall/brands/11042849","Imagineco","https://shopee.co.id/imagine.co","","294","96% (hitungan jam)","87RB","4.9 (27,5RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","31%offImagineco Black Pullover Hoodie ""Monstercat""Rp290.000Rp199.0002,2RB TerjualKOTA BANDUNG","https://shopee.co.id/Imagineco-Black-Pullover-Hoodie-Monstercat--i.44510202.5665480586?sp_atk=0a26968b-384e-489a-9705-cde692f58d54&xptdk=0a26968b-384e-489a-9705-cde692f58d54","null","null","null","null","null"
"1669057173-468","https://shopee.co.id/mall/brands/11042849","IEBE","https://shopee.co.id/iebe.official","","321","96% (hitungan jam)","14,1RB","4.7 (10,8RB penilaian)","5 tahun lalu","null","KOTA BEKASI","55%offKaos Pria premium grafis IEBE J1JK2002Diskon Rp10RBRp349.900Rp156.000573 TerjualKOTA BEKASI","https://shopee.co.id/Kaos-Pria-premium-grafis-IEBE-J1JK2002-i.68591155.3433055681?sp_atk=a0242e3e-358e-4238-bcc1-9363f29bbe20&xptdk=a0242e3e-358e-4238-bcc1-9363f29bbe20","null","null","null","null","null"
"1669057195-469","https://shopee.co.id/mall/brands/11042849","HUNGRY & CO.","https://shopee.co.id/hungryofficialshop","","161","94% (hitungan jam)","42,1RB","4.9 (28,1RB penilaian)","26 bulan lalu","null","KOTA DENPASAR","68%offHungry & Co. T-Shirt Oversized 0001Rp44.500 - Rp59.8006,5RB TerjualKOTA DENPASAR","https://shopee.co.id/Hungry-Co.-T-Shirt-Oversized-0001-i.318208267.8303799637?sp_atk=66a57d3c-f13c-4438-99cc-de2c6697d715&xptdk=66a57d3c-f13c-4438-99cc-de2c6697d715","null","null","null","null","null"
"1669057218-470","https://shopee.co.id/mall/brands/11042849","Hummock","https://shopee.co.id/hummock","","1,1RB","91% (hitungan jam)","40,9RB","4.7 (24RB penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","67%offBilcir Polo Shirt Polosan - B10B 51001M -Rp268.900Rp89.9001,6RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Bilcir-Polo-Shirt-Polosan-B10B-51001M--i.86388659.4206480821?sp_atk=8a3ba943-2950-4bf0-9cee-6cc9039a2c5c&xptdk=8a3ba943-2950-4bf0-9cee-6cc9039a2c5c","null","null","null","null","null"
"1669057241-471","https://shopee.co.id/mall/brands/11042849","Humblezing","https://shopee.co.id/humblezing","","109","95% (hitungan jam)","62,8RB","4.9 (11,1RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","Humblezing Jacket Selva Taslan ParkaDiskon Rp20RBKombo HematRp405.0001,5RB TerjualKOTA BANDUNG","https://shopee.co.id/Humblezing-Jacket-Selva-Taslan-Parka-i.191790303.4016457708?sp_atk=4a81685c-44ed-4dff-b97b-bfc3798af145&xptdk=4a81685c-44ed-4dff-b97b-bfc3798af145","null","null","null","null","null"
"1669057265-472","https://shopee.co.id/mall/brands/11042849","Human Greatness","https://shopee.co.id/humangreatness","","390","91% (hitungan jam)","192,8RB","4.9 (109,5RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","32%offHuman Greatness Crewneck Black HGBasicMurah LebayRp285.000Rp195.0006RB TerjualKOTA BANDUNG","https://shopee.co.id/Human-Greatness-Crewneck-Black-HGBasic-i.188560973.5907652950?sp_atk=53fba718-a66f-4fac-bb18-f668a8380f60&xptdk=53fba718-a66f-4fac-bb18-f668a8380f60","null","null","null","null","null"
"1669057287-473","https://shopee.co.id/mall/brands/11042849","HSCO ORIGINAL 13","https://shopee.co.id/hscooriginal13","","531","74% (hitungan jam)","112,2RB","4.8 (30,1RB penilaian)","4 tahun lalu","null","KOTA DEPOK","8%offHSCO Oversized Crewneck DinoRp310.000Rp285.000745 TerjualKOTA DEPOK","https://shopee.co.id/HSCO-Oversized-Crewneck-Dino-i.84857746.7179305429?sp_atk=79d1a6ea-eea3-48dd-8867-b41ac2c5cb31&xptdk=79d1a6ea-eea3-48dd-8867-b41ac2c5cb31","null","null","null","null","null"
"1669057320-474","https://shopee.co.id/mall/brands/11042849","HRStuff","https://shopee.co.id/hrstuff.id","","65","91% (hitungan jam)","32,9RB","4.7 (15,2RB penilaian)","5 tahun lalu","null","KAB. BANTUL","30%offHrstuff Chino Shorts Olive - Chino PendekDiskon Rp7RBRp175.000Rp122.5001,7RB TerjualKAB. BANTUL","https://shopee.co.id/Hrstuff-Chino-Shorts-Olive-Chino-Pendek-i.43967215.6250205156?sp_atk=c62f9f35-7313-423b-8222-affe808985b1&xptdk=c62f9f35-7313-423b-8222-affe808985b1","null","null","null","null","null"
"1669057366-475","https://shopee.co.id/mall/brands/11042849","Hrmns","https://shopee.co.id/hrmnsofficialshop","","14","61%","1,1RB","4.0 (64 penilaian)","7 bulan lalu","null","KAB. BEKASI","HRMNS Tshirt MonkeyRp200.000KAB. BEKASI","https://shopee.co.id/HRMNS-Tshirt-Monkey-i.745395977.21708116631?sp_atk=8f0bd76d-01bd-439e-85c4-a138bc82aadf&xptdk=8f0bd76d-01bd-439e-85c4-a138bc82aadf","null","null","null","null","null"
"1669057389-476","https://shopee.co.id/mall/brands/11042849","Hpr","https://shopee.co.id/hprofficialshop","","34","76% (hitungan jam)","10,8RB","4.5 (42 penilaian)","11 bulan lalu","null","KAB. BANDUNG","43%offHPR - Celana Dalam Boxer Pria Men's Boxer PantiesRp24.885 - Rp74.10037 TerjualKAB. BANDUNG","https://shopee.co.id/HPR-Celana-Dalam-Boxer-Pria-Men's-Boxer-Panties-i.640741277.20146724758?sp_atk=679d4394-6e36-4103-924a-c819d7f7040c&xptdk=679d4394-6e36-4103-924a-c819d7f7040c","null","null","null","null","null"
"1669057411-477","https://shopee.co.id/mall/brands/11042849","House of Smith Authorized Pekanbaru","https://shopee.co.id/houseofsmithpekanbaru","","1,9RB","93% (hitungan jam)","9,1RB","4.8 (4,5RB penilaian)","32 bulan lalu","null","KOTA PEKANBARU","56%offHouse of Smith PKU Crewneck - Crelog WhiteRp420.000Rp185.00055 TerjualKOTA PEKANBARU","https://shopee.co.id/House-of-Smith-PKU-Crewneck-Crelog-White-i.241008609.8619743643?sp_atk=b51f1ec5-63ec-4202-b42f-a5b3a8bf4e1e&xptdk=b51f1ec5-63ec-4202-b42f-a5b3a8bf4e1e","null","null","null","null","null"
"1669057434-478","https://shopee.co.id/mall/brands/11042849","House of Smith Authorized Banjarmasin","https://shopee.co.id/houseofsmithbjm","","256","61% (hitungan jam)","13,5RB","4.8 (5,1RB penilaian)","32 bulan lalu","null","KOTA BANJARMASIN","50%offHouse of Smith BJM Sticker - 5 pack stickerRp30.000Rp15.000153 TerjualKOTA BANJARMASIN","https://shopee.co.id/House-of-Smith-BJM-Sticker-5-pack-sticker-i.240848448.7165268873?sp_atk=c43ccdb7-8ef0-4449-b7c2-b46aec0c862d&xptdk=c43ccdb7-8ef0-4449-b7c2-b46aec0c862d","null","null","null","null","null"
"1669057456-479","https://shopee.co.id/mall/brands/11042849","House Of Smith","https://shopee.co.id/houseofsmithofficial","","719","99% (hitungan jam)","931,8RB","4.8 (556,8RB penilaian)","4 tahun lalu","null","KAB. BANDUNG","62%offHouse of Smith Harrington Jacket - Hangor Navy #2Diskon Rp10RBRp180.000 - Rp184.0004,6RB TerjualKAB. BANDUNG","https://shopee.co.id/House-of-Smith-Harrington-Jacket-Hangor-Navy-2-i.85434470.9438565800?sp_atk=3d7018ba-f74b-4918-ba8d-c0d05205ad42&xptdk=3d7018ba-f74b-4918-ba8d-c0d05205ad42","null","null","null","null","null"
